seed,density,gridSize,numberOfRightAngleTurns,visitSize,visitExcess,duration,pathSize,maxMemory,algorithm,message
None,29,50,52,232,168,0.002825832925736904,63,37296,da2,
None,29,50,50,1150,1088,0.01112562499474734,62,95400,a2,
None,29,50,54,1802,1746,0.17068499990273267,56,128120,lee,
None,29,50,42,234,120,0.0013269169721752405,114,10728,literbs,MERGEINTRAIL R:113
None,29,50,61,587,470,0.004749832907691598,117,30920,literbs-pythag,MERGEPOINT R:419
None,29,50,41,234,123,0.0016196670476347208,111,10704,literbs-pruned,MERGEDIRECT R:113
None,29,50,47,672,565,0.008810542058199644,107,32360,literbs-pruned-spacing,MERGEINTRAIL R:497
None,29,50,50,265,205,0.0008700420148670673,60,8544,literbs-8,MERGEPOINT R:58
None,29,50,50,265,205,0.0009313749615103006,60,8544,literbs-8-pruned,MERGEINTRAIL R:58
None,29,50,51,645,568,0.008024209062568843,77,22376,literbs-8-pruned-spacing,MERGEINTRAIL R:374
None,29,50,51,250,193,0.000966459047049284,57,8208,literbs-8-pythag,MERGEPOINT R:55
None,29,50,51,250,193,0.001055791974067688,57,8208,literbs-8-pythag-pruned,MERGEINTRAIL R:55
None,29,50,54,320,264,0.007165084010921419,56,30712,jps,
None,29,50,54,1802,1746,0.06260008399840444,56,170920,bf,
None,29,50,54,1802,1746,0.014697332982905209,56,240912,spfa,
None,29,50,52,215,153,0.0023687909124419093,61,31984,da2,
None,29,50,51,1143,1082,0.01157366600818932,61,94832,a2,
None,29,50,53,1806,1750,0.17062787502072752,56,128560,lee,
None,29,50,39,605,493,0.005420790985226631,112,31440,literbs,MERGEINTRAIL R:526
None,29,50,57,543,436,0.004445999977178872,107,25792,literbs-pythag,MERGEPOINT R:392
None,29,50,43,605,494,0.006113000097684562,111,31432,literbs-pruned,MERGEINTRAIL R:526
None,29,50,49,673,558,0.010191959096118808,115,32728,literbs-pruned-spacing,MERGEINTRAIL R:611
None,29,50,52,275,216,0.0009069580119103193,59,8640,literbs-8,MERGEPOINT R:58
None,29,50,52,275,216,0.0009294169722124934,59,8640,literbs-8-pruned,MERGEDIRECT R:58
None,29,50,52,670,596,0.00890145800076425,74,32328,literbs-8-pruned-spacing,MERGEINTRAIL R:480
None,29,50,52,264,204,0.0010041670175269246,60,8544,literbs-8-pythag,MERGEPOINT R:58
None,29,50,52,264,206,0.0011023749830201268,58,8520,literbs-8-pythag-pruned,MERGEDIRECT R:58
None,29,50,53,326,270,0.007540707942098379,56,31408,jps,
None,29,50,53,1806,1750,0.07150558300781995,56,171424,bf,
None,29,50,53,1806,1750,0.014721457962878048,56,240240,spfa,
None,29,50,48,234,169,0.0026070830645039678,64,32576,da2,
None,29,50,47,1337,1273,0.014090665965341032,64,106480,a2,
None,29,50,52,1806,1748,0.16926983301527798,58,123304,lee,
None,29,50,56,650,524,0.0049678749637678266,126,32040,literbs,MERGEINTRAIL R:473
None,29,50,66,433,304,0.0037833750247955322,129,19136,literbs-pythag,MERGEPOINT R:342
None,29,50,48,650,535,0.005777040962129831,115,31824,literbs-pruned,MERGEINTRAIL R:473
None,29,50,54,447,328,0.005252874922007322,119,19176,literbs-pruned-spacing,MERGEINTRAIL R:276
None,29,50,50,268,203,0.0009119999594986439,65,8720,literbs-8,MERGEPOINT R:63
