seed,density,gridSize,numberOfRightAngleTurns,visitSize,visitExcess,duration,pathSize,maxMemory,algorithm,message
None,6,50,49,294,236,0.002549625001847744,57,48136,da2,
None,6,50,49,2247,2192,0.024464291986078024,55,195360,a2,
None,6,50,50,2357,2305,0.3727114999201149,52,123832,lee,
None,6,50,15,263,163,0.0012365829898044467,100,11248,literbs,MERGEINTRAIL R:97
None,6,50,65,275,176,0.0013070000568404794,99,11384,literbs-pythag,MERGEPOINT R:97
None,6,50,15,263,164,0.0015054999385029078,99,11240,literbs-pruned,MERGEDIRECT R:97
None,6,50,27,289,190,0.003763291984796524,99,11800,literbs-pruned-spacing,MERGEDIRECT R:97
None,6,50,51,336,281,0.0008716249139979482,55,9920,literbs-8,MERGEPOINT R:53
None,6,50,51,336,281,0.0009257919155061245,55,9920,literbs-8-pruned,MERGEINTRAIL R:53
None,6,50,49,367,306,0.004624999943189323,61,10816,literbs-8-pruned-spacing,MERGEDIRECT R:61
None,6,50,48,336,283,0.001012708991765976,53,9888,literbs-8-pythag,MERGEPOINT R:53
None,6,50,48,336,283,0.0011015830095857382,53,9888,literbs-8-pythag-pruned,MERGEINTRAIL R:53
None,6,50,50,278,226,0.008191749919205904,52,31624,jps,
None,6,50,50,2357,2305,0.04989662510342896,52,247600,bf,
None,6,50,50,2357,2305,0.020281124976463616,52,351584,spfa,
None,6,50,50,279,223,0.002475583925843239,55,43104,da2,
None,6,50,50,2266,2212,0.02538975002244115,54,195464,a2,
None,6,50,49,2357,2305,0.36645091709215194,52,123832,lee,
None,6,50,11,236,136,0.001191499992273748,100,10808,literbs,MERGEINTRAIL R:97
None,6,50,65,278,177,0.0013375000562518835,101,11440,literbs-pythag,MERGEPOINT R:100
None,6,50,11,236,137,0.001488042064011097,99,10800,literbs-pruned,MERGEDIRECT R:97
None,6,50,33,280,181,0.0034844999900087714,99,11432,literbs-pruned-spacing,MERGEDIRECT R:97
None,6,50,48,326,274,0.0008410000009462237,52,9832,literbs-8,MERGEPOINT R:51
None,6,50,48,326,274,0.0008962081046774983,52,9832,literbs-8-pruned,MERGEDIRECT R:51
None,6,50,49,369,309,0.004655583994463086,60,10832,literbs-8-pruned-spacing,MERGEDIRECT R:59
None,6,50,48,326,274,0.0009919999865815043,52,9832,literbs-8-pythag,MERGEPOINT R:51
None,6,50,48,326,274,0.0010547090787440538,52,9832,literbs-8-pythag-pruned,MERGEDIRECT R:51
None,6,50,50,305,253,0.010436624987050891,52,32600,jps,
None,6,50,50,2357,2305,0.048614708008244634,52,245752,bf,
None,6,50,50,2357,2305,0.020152792101725936,52,350912,spfa,
None,6,50,49,301,246,0.002453833003528416,54,48096,da2,
None,6,50,49,2204,2152,0.0239793750224635,52,193032,a2,
None,6,50,49,2356,2305,0.3678262500325218,51,123832,lee,
None,6,50,13,237,135,0.0011688750237226486,102,10808,literbs,MERGEINTRAIL R:99
None,6,50,59,268,169,0.0013358340365812182,99,11320,literbs-pythag,MERGEPOINT R:97
None,6,50,13,237,136,0.0015763749834150076,101,10800,literbs-pruned,MERGEDIRECT R:99
None,6,50,31,277,178,0.0034633330069482327,99,11408,literbs-pruned-spacing,MERGEDIRECT R:97
None,6,50,48,331,279,0.0008240829920396209,52,9848,literbs-8,MERGEPOINT R:51
None,6,50,48,331,279,0.0009098750306293368,52,9848,literbs-8-pruned,MERGEDIRECT R:51
None,6,50,47,361,301,0.004581833025440574,60,10504,literbs-8-pruned-spacing,MERGEDIRECT R:58
None,6,50,49,319,268,0.0009502919856458902,51,9680,literbs-8-pythag,MERGEPOINT R:49
None,6,50,49,319,268,0.0010193330235779285,51,9680,literbs-8-pythag-pruned,MERGEINTRAIL R:49
None,6,50,49,269,218,0.009004583931528032,51,30872,jps,
None,6,50,49,2356,2305,0.03391200001351535,51,245584,bf,
None,6,50,49,2356,2305,0.020029291976243258,51,351528,spfa,
None,6,50,48,291,235,0.0025207499274984,55,43144,da2,
None,6,50,48,2300,2246,0.02544499991927296,54,197480,a2,
None,6,50,49,2350,2299,0.3642575420672074,51,123832,lee,
None,6,50,9,230,128,0.001191916991956532,102,10568,literbs,MERGEINTRAIL R:99
None,6,50,63,262,163,0.0013344590552151203,99,11128,literbs-pythag,MERGEPOINT R:97
None,6,50,9,230,129,0.0015233749290928245,101,10560,literbs-pruned,MERGEDIRECT R:99
None,6,50,29,289,188,0.0035235410323366523,101,11720,literbs-pruned-spacing,MERGEDIRECT R:99
None,6,50,49,322,271,0.0008137499680742621,51,9720,literbs-8,MERGEPOINT R:50
None,6,50,49,322,271,0.0009180000051856041,51,9720,literbs-8-pruned,MERGEDIRECT R:50
None,6,50,51,366,304,0.0045483330031856894,62,10728,literbs-8-pruned-spacing,MERGEDIRECT R:63
None,6,50,49,322,271,0.000982334022410214,51,9720,literbs-8-pythag,MERGEPOINT R:50
None,6,50,49,322,271,0.0010581249371170998,51,9720,literbs-8-pythag-pruned,MERGEDIRECT R:50
None,6,50,49,276,225,0.009243374923244119,51,31016,jps,
None,6,50,49,2350,2299,0.01970420905854553,51,244968,bf,
None,6,50,49,2350,2299,0.020042042015120387,51,349848,spfa,
None,6,50,49,279,223,0.0024140409659594297,55,43048,da2,
None,6,50,49,2214,2161,0.02441095805261284,53,193880,a2,
None,6,50,49,2356,2305,0.3665126250125468,51,123832,lee,
None,6,50,11,254,154,0.0011721659684553742,100,11040,literbs,MERGEINTRAIL R:97
None,6,50,63,252,153,0.0012888329802080989,99,11032,literbs-pythag,MERGEPOINT R:97
None,6,50,11,254,155,0.0015158751048147678,99,11032,literbs-pruned,MERGEDIRECT R:97
None,6,50,27,279,178,0.0034751660423353314,101,11672,literbs-pruned-spacing,MERGEDIRECT R:101
None,6,50,49,328,277,0.0008217500289902091,51,9800,literbs-8,MERGEPOINT R:50
None,6,50,49,328,277,0.0008897919906303287,51,9800,literbs-8-pruned,MERGEDIRECT R:50
None,6,50,49,379,319,0.0048071249620988965,60,10944,literbs-8-pruned-spacing,MERGEINTRAIL R:63
None,6,50,49,328,277,0.0009860419668257236,51,9800,literbs-8-pythag,MERGEPOINT R:50
None,6,50,49,328,277,0.0010638340609148145,51,9800,literbs-8-pythag-pruned,MERGEDIRECT R:50
None,6,50,49,225,174,0.0053174999775364995,51,29752,jps,
None,6,50,49,2356,2305,0.04947624995838851,51,244968,bf,
None,6,50,49,2356,2305,0.02005433291196823,51,352256,spfa,
None,6,50,50,288,233,0.002509667072445154,54,43080,da2,
None,6,50,50,2252,2200,0.024619041942059994,52,195608,a2,
None,6,50,50,2354,2302,0.3643367920303717,52,123832,lee,
None,6,50,7,241,141,0.0011759999906644225,100,10816,literbs,MERGEINTRAIL R:97
None,6,50,61,265,166,0.0013234999496489763,99,11176,literbs-pythag,MERGEPOINT R:97
None,6,50,7,241,142,0.0015076249837875366,99,10808,literbs-pruned,MERGEDIRECT R:97
None,6,50,33,337,236,0.004197375033982098,101,12536,literbs-pruned-spacing,MERGEINTRAIL R:121
None,6,50,50,329,277,0.0008393749594688416,52,9728,literbs-8,MERGEPOINT R:51
None,6,50,50,329,277,0.0009134589927271008,52,9728,literbs-8-pruned,MERGEDIRECT R:51
None,6,50,49,336,280,0.00414416694547981,56,10088,literbs-8-pruned-spacing,MERGEINTRAIL R:54
None,6,50,50,324,272,0.0009860829450190067,52,9656,literbs-8-pythag,MERGEPOINT R:50
None,6,50,50,324,272,0.0010449170367792249,52,9656,literbs-8-pythag-pruned,MERGEINTRAIL R:50
None,6,50,50,324,272,0.015039791935123503,52,38488,jps,
None,6,50,50,2354,2302,0.05022395798005164,52,245136,bf,
None,6,50,50,2354,2302,0.01996974996291101,52,349232,spfa,
None,6,50,49,310,256,0.002511124941520393,53,48448,da2,
None,6,50,49,2266,2215,0.024676500004716218,51,195792,a2,
None,6,50,49,2355,2304,0.36608612490817904,51,123832,lee,
None,6,50,12,286,186,0.0013676669914275408,100,11496,literbs,MERGEINTRAIL R:114
None,6,50,63,280,179,0.0013597500510513783,101,11640,literbs-pythag,MERGEPOINT R:99
None,6,50,11,286,187,0.0016943749506026506,99,11488,literbs-pruned,MERGEDIRECT R:114
None,6,50,25,282,183,0.0034280000254511833,99,11456,literbs-pruned-spacing,MERGEDIRECT R:97
None,6,50,50,328,275,0.0008257500594481826,53,9848,literbs-8,MERGEPOINT R:51
None,6,50,50,328,275,0.0009319169912487268,53,9848,literbs-8-pruned,MERGEINTRAIL R:51
None,6,50,49,355,296,0.0044966660207137465,59,10528,literbs-8-pruned-spacing,MERGEDIRECT R:57
None,6,50,49,318,267,0.0009580000769346952,51,9552,literbs-8-pythag,MERGEPOINT R:49
