seed,density,gridSize,numberOfRightAngleTurns,visitSize,visitExcess,duration,pathSize,maxMemory,algorithm,message
None,18,50,50,225,168,0.002174624940380454,56,32960,da2,
None,18,50,50,1686,1630,0.01818629098124802,56,199424,a2,
None,18,50,49,2071,2016,0.25249370792880654,55,123832,lee,
None,18,50,29,252,142,0.0013126670382916927,110,11000,literbs,MERGEINTRAIL R:121
None,18,50,55,316,213,0.0019445420475676656,103,12192,literbs-pythag,MERGEPOINT R:165
None,18,50,23,252,149,0.0016228749882429838,103,10896,literbs-pruned,MERGEDIRECT R:121
None,18,50,36,279,174,0.0033258749172091484,105,11352,literbs-pruned-spacing,MERGEDIRECT R:123
None,18,50,51,300,242,0.0008632499957457185,58,9272,literbs-8,MERGEPOINT R:56
None,18,50,49,300,243,0.0009294169722124934,57,9256,literbs-8-pruned,MERGEINTRAIL R:56
None,18,50,48,780,708,0.00811716599855572,72,24984,literbs-8-pruned-spacing,MERGEINTRAIL R:252
None,18,50,50,296,237,0.001038125017657876,59,9248,literbs-8-pythag,MERGEPOINT R:57
None,18,50,50,296,237,0.0011175411054864526,59,9248,literbs-8-pythag-pruned,MERGEDIRECT R:57
None,18,50,49,399,348,0.012277916073799133,51,60688,jps,
None,18,50,51,2071,2016,0.10683625005185604,55,201944,bf,
None,18,50,51,2071,2016,0.017462332965806127,55,291200,spfa,
None,18,50,50,258,200,0.002462957985699177,57,42152,da2,
None,18,50,49,1798,1743,0.020232999930158257,55,198424,a2,
None,18,50,50,2065,2012,0.24946645903401077,53,123304,lee,
None,18,50,32,239,131,0.0012287079589441419,108,10784,literbs,MERGEINTRAIL R:105
None,18,50,61,399,298,0.00213058409281075,101,16232,literbs-pythag,MERGEPOINT R:168
None,18,50,33,239,132,0.0015356250805780292,107,10776,literbs-pruned,MERGEDIRECT R:105
None,18,50,52,314,209,0.0035754169803112745,105,12168,literbs-pruned-spacing,MERGEINTRAIL R:129
None,18,50,49,300,244,0.0008483750279992819,56,9192,literbs-8,MERGEPOINT R:55
None,18,50,50,300,245,0.0009115419816225767,55,9184,literbs-8-pruned,MERGEDIRECT R:55
None,18,50,53,657,590,0.006764166057109833,67,20384,literbs-8-pruned-spacing,MERGEINTRAIL R:169
None,18,50,50,294,240,0.0009875409305095673,54,9112,literbs-8-pythag,MERGEPOINT R:52
None,18,50,50,294,240,0.001072457991540432,54,9112,literbs-8-pythag-pruned,MERGEINTRAIL R:52
None,18,50,51,301,248,0.007443125010468066,53,32776,jps,
None,18,50,50,2065,2012,0.05205300007946789,53,200040,bf,
None,18,50,50,2065,2012,0.017248583026230335,53,291312,spfa,
None,18,50,48,245,184,0.0024777919752523303,60,42408,da2,
None,18,50,48,1767,1709,0.01940266601741314,58,200768,a2,
None,18,50,48,2065,2010,0.25106024998240173,55,123832,lee,
None,18,50,29,279,179,0.0014648749493062496,100,11456,literbs,MERGEINTRAIL R:127
None,18,50,54,343,240,0.0019564999965950847,103,12632,literbs-pythag,MERGEPOINT R:157
