seed,density,gridSize,numberOfRightAngleTurns,visitSize,visitExcess,duration,pathSize,maxMemory,algorithm,message
None,5,50,50,330,275,0.0027063749730587006,54,48576,da2,
None,5,50,50,2325,2272,0.02623974997550249,53,199256,a2,
None,5,50,50,2379,2327,0.3821240410907194,52,123832,lee,
None,5,50,6,245,145,0.0011755831073969603,100,10912,literbs,MERGEINTRAIL R:97
None,5,50,62,269,170,0.0013751660007983446,99,11320,literbs-pythag,MERGEPOINT R:98
None,5,50,6,245,146,0.0014729580143466592,99,10904,literbs-pruned,MERGEDIRECT R:97
None,5,50,22,309,206,0.0038430000422522426,103,12200,literbs-pruned-spacing,MERGEINTRAIL R:109
None,5,50,49,326,273,0.0008503339486196637,53,9792,literbs-8,MERGEPOINT R:52
None,5,50,49,326,273,0.000915791024453938,53,9792,literbs-8-pruned,MERGEDIRECT R:52
None,5,50,49,364,301,0.004525667056441307,63,10560,literbs-8-pruned-spacing,MERGEDIRECT R:61
None,5,50,50,314,262,0.0010087499395012856,52,9624,literbs-8-pythag,MERGEPOINT R:50
None,5,50,50,314,262,0.0010502079967409372,52,9624,literbs-8-pythag-pruned,MERGEINTRAIL R:50
None,5,50,50,248,196,0.006732124951668084,52,29920,jps,
None,5,50,50,2379,2327,0.03630241705104709,52,251184,bf,
None,5,50,50,2379,2327,0.020776999997906387,52,355392,spfa,
None,5,50,49,292,235,0.002561707980930805,56,43224,da2,
None,5,50,49,2275,2222,0.026155041996389627,53,195680,a2,
None,5,50,49,2380,2329,0.3798540000570938,51,123832,lee,
None,5,50,18,232,130,0.0012066669296473265,102,10688,literbs,MERGEINTRAIL R:99
None,5,50,59,275,176,0.0013285829918459058,99,11384,literbs-pythag,MERGEPOINT R:97
None,5,50,17,232,133,0.001517999917268753,99,10664,literbs-pruned,MERGEDIRECT R:99
None,5,50,23,284,185,0.003549582906998694,99,11600,literbs-pruned-spacing,MERGEDIRECT R:97
None,5,50,48,333,281,0.0008697080193087459,52,9896,literbs-8,MERGEPOINT R:51
None,5,50,48,333,281,0.0009231250733137131,52,9896,literbs-8-pruned,MERGEDIRECT R:51
None,5,50,47,377,316,0.0047739590518176556,61,10960,literbs-8-pruned-spacing,MERGEDIRECT R:63
None,5,50,49,331,279,0.0010011669946834445,52,9880,literbs-8-pythag,MERGEPOINT R:51
None,5,50,49,331,279,0.0010668749455362558,52,9880,literbs-8-pythag-pruned,MERGEDIRECT R:51
None,5,50,49,226,175,0.00740262505132705,51,29752,jps,
None,5,50,49,2380,2329,0.03526362497359514,51,249560,bf,
None,5,50,49,2380,2329,0.02075774990953505,51,356904,spfa,
None,5,50,49,295,238,0.0025390000082552433,56,48192,da2,
None,5,50,49,2285,2231,0.026087916921824217,54,195192,a2,
None,5,50,50,2378,2326,0.3771759578958154,52,123832,lee,
None,5,50,11,227,127,0.0011699169408529997,100,10608,literbs,MERGEINTRAIL R:97
None,5,50,65,277,178,0.0013055410236120224,99,11416,literbs-pythag,MERGEPOINT R:97
None,5,50,11,227,128,0.0014884580159559846,99,10600,literbs-pruned,MERGEDIRECT R:97
None,5,50,19,290,191,0.0036978329299017787,99,11816,literbs-pruned-spacing,MERGEDIRECT R:97
None,5,50,50,330,277,0.0008377080084756017,53,9880,literbs-8,MERGEPOINT R:51
None,5,50,50,330,277,0.0009272079914808273,53,9880,literbs-8-pruned,MERGEINTRAIL R:51
None,5,50,46,358,294,0.004460250027477741,64,10576,literbs-8-pruned-spacing,MERGEINTRAIL R:62
None,5,50,49,321,269,0.0009781250264495611,52,9744,literbs-8-pythag,MERGEPOINT R:50
None,5,50,49,321,269,0.0010537499329075217,52,9744,literbs-8-pythag-pruned,MERGEINTRAIL R:50
None,5,50,49,310,258,0.010317875072360039,52,33560,jps,
None,5,50,50,2378,2326,0.05148991709575057,52,249616,bf,
None,5,50,50,2378,2326,0.02079545904416591,52,356456,spfa,
None,5,50,48,317,262,0.002625624998472631,54,48512,da2,
None,5,50,48,2370,2318,0.026675041997805238,52,198080,a2,
None,5,50,49,2381,2330,0.38185654196422547,51,123832,lee,
None,5,50,3,221,121,0.0011475409846752882,100,10176,literbs,MERGEINTRAIL R:97
None,5,50,63,269,170,0.0013040000339969993,99,11296,literbs-pythag,MERGEPOINT R:97
None,5,50,3,221,122,0.001502124941907823,99,10168,literbs-pruned,MERGEDIRECT R:97
None,5,50,31,284,185,0.0035370419500395656,99,11600,literbs-pruned-spacing,MERGEDIRECT R:97
