seed,density,gridSize,numberOfRightAngleTurns,visitSize,visitExcess,duration,pathSize,maxMemory,algorithm,message
None,2,50,49,323,270,0.0025442918995395303,52,48512,da2,
None,2,50,48,2453,2403,0.03553308406844735,50,196056,a2,
None,2,50,48,2453,2403,0.42113929195329547,50,126392,lee,
None,2,50,0,195,95,0.001155707985162735,100,9776,literbs,MERGEINTRAIL R:97
None,2,50,63,288,189,0.0014172910014167428,99,11688,literbs-pythag,MERGEPOINT R:98
None,2,50,1,195,96,0.0015011250507086515,99,9768,literbs-pruned,MERGEDIRECT R:97
None,2,50,21,287,188,0.003610583022236824,99,11776,literbs-pruned-spacing,MERGEDIRECT R:97
None,2,50,48,315,265,0.0007857090095058084,50,9424,literbs-8,MERGEPOINT R:48
None,2,50,48,315,265,0.0008464580168947577,50,9424,literbs-8-pruned,MERGEINTRAIL R:48
None,2,50,50,368,309,0.004875208018347621,59,10920,literbs-8-pruned-spacing,MERGEINTRAIL R:57
None,2,50,48,315,265,0.0009423749288544059,50,9424,literbs-8-pythag,MERGEPOINT R:48
None,2,50,48,315,265,0.0010042909998446703,50,9424,literbs-8-pythag-pruned,MERGEINTRAIL R:48
None,2,50,48,225,175,0.007640374940820038,50,29776,jps,
None,2,50,48,2453,2403,0.020385958021506667,50,262440,bf,
None,2,50,48,2453,2403,0.027528999955393374,50,374656,spfa,
None,2,50,49,322,271,0.005901917000301182,50,48472,da2,
None,2,50,48,2452,2402,0.046432542032562196,50,198008,a2,
None,2,50,48,2452,2402,0.8712364169768989,50,126336,lee,
None,2,50,7,219,119,0.0013123750686645508,100,10176,literbs,MERGEINTRAIL R:97
None,2,50,67,284,185,0.0015434999950230122,99,11496,literbs-pythag,MERGEPOINT R:98
None,2,50,7,219,120,0.001616499968804419,99,10168,literbs-pruned,MERGEDIRECT R:97
None,2,50,15,289,190,0.004454624955542386,99,11808,literbs-pruned-spacing,MERGEDIRECT R:97
None,2,50,48,327,277,0.0009107500081881881,50,9768,literbs-8,MERGEPOINT R:48
None,2,50,48,327,277,0.0010028750402852893,50,9768,literbs-8-pruned,MERGEINTRAIL R:48
None,2,50,50,352,298,0.0053483330411836505,54,10360,literbs-8-pruned-spacing,MERGEDIRECT R:53
None,2,50,48,327,277,0.0010994169861078262,50,9768,literbs-8-pythag,MERGEPOINT R:48
None,2,50,48,327,277,0.0011652079410851002,50,9768,literbs-8-pythag-pruned,MERGEINTRAIL R:48
None,2,50,48,233,183,0.011214874917641282,50,29800,jps,
None,2,50,48,2452,2402,0.022286040941253304,50,260760,bf,
None,2,50,48,2452,2402,0.02174083306454122,50,372584,spfa,
None,2,50,49,323,268,0.0026847500121220946,54,48560,da2,
None,2,50,49,2438,2386,0.02732875000219792,52,197408,a2,
None,2,50,49,2452,2401,0.4236944579752162,51,126400,lee,
None,2,50,0,197,97,0.0011298330500721931,100,9808,literbs,MERGEINTRAIL R:97
None,2,50,67,281,182,0.0013093750458210707,99,11456,literbs-pythag,MERGEPOINT R:97
None,2,50,1,197,98,0.0014848329592496157,99,9800,literbs-pruned,MERGEDIRECT R:97
None,2,50,7,290,191,0.003732666955329478,99,11816,literbs-pruned-spacing,MERGEDIRECT R:97
None,2,50,48,338,286,0.0008402080275118351,52,9944,literbs-8,MERGEPOINT R:51
None,2,50,48,338,286,0.0008957090321928263,52,9944,literbs-8-pruned,MERGEDIRECT R:51
None,2,50,49,368,310,0.004770415951497853,58,10792,literbs-8-pruned-spacing,MERGEDIRECT R:57
None,2,50,49,323,272,0.001040959032252431,51,9744,literbs-8-pythag,MERGEPOINT R:49
None,2,50,49,323,272,0.0011926669394597411,51,9744,literbs-8-pythag-pruned,MERGEINTRAIL R:49
None,2,50,49,303,252,0.015828334027901292,51,32096,jps,
None,2,50,49,2452,2401,0.021369584021158516,51,261320,bf,
None,2,50,49,2452,2401,0.022603166988119483,51,372920,spfa,
None,2,50,50,329,277,0.0027269170386716723,51,48544,da2,
None,2,50,49,2453,2402,0.027535208966583014,51,195896,a2,
None,2,50,49,2453,2402,0.42422937497030944,51,126456,lee,
None,2,50,5,210,110,0.0011613339884206653,100,10008,literbs,MERGEINTRAIL R:97
None,2,50,63,279,180,0.0013204169226810336,99,11416,literbs-pythag,MERGEPOINT R:97
None,2,50,5,210,111,0.0014241660246625543,99,10000,literbs-pruned,MERGEDIRECT R:97
None,2,50,17,289,190,0.003713624901138246,99,11808,literbs-pruned-spacing,MERGEDIRECT R:97
None,2,50,49,341,290,0.0008296249434351921,51,9968,literbs-8,MERGEPOINT R:50
None,2,50,49,341,290,0.0008800000650808215,51,9968,literbs-8-pruned,MERGEDIRECT R:50
